Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ
108,0.33,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.44,0.00,0.44,10.00,0.00,10.00
109,0.33,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.44,0.00,0.44
109,0.33,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.44,0.00,0.44,10.00,0.00,10.00
110,0.33,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.44,0.00,0.44
110,0.33,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.44,0.00,0.44,10.00,0.00,10.00
111,0.34,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.44,0.00,0.44
111,0.34,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.45,0.00,0.45,10.00,0.00,10.00
112,0.34,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.45,0.00,0.45
112,0.34,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.45,0.00,0.45,10.00,0.00,10.00
113,0.34,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.45,0.00,0.45
113,0.34,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.46,0.00,0.46,10.00,0.00,10.00
114,0.34,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.46,0.00,0.46
114,0.34,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.46,0.00,0.46,10.00,0.00,10.00
115,0.35,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.46,0.00,0.46
115,0.35,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.46,0.00,0.46,10.00,0.00,10.00
116,0.35,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.46,0.00,0.46
116,0.35,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.47,0.00,0.47,10.00,0.00,10.00
117,0.35,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.47,0.00,0.47
117,0.35,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.47,0.00,0.47,10.00,0.00,10.00
118,0.35,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.47,0.00,0.47
118,0.35,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.47,0.00,0.47,10.00,0.00,10.00
119,0.36,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.47,0.00,0.47
119,0.36,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.48,0.00,0.48,10.00,0.00,10.00
120,0.36,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.48,0.00,0.48
120,0.36,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.48,0.00,0.48,10.00,0.00,10.00
121,0.36,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.48,0.00,0.48
121,0.36,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.48,0.00,0.48,10.00,0.00,10.00
122,0.36,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.48,0.00,0.48
122,0.36,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.49,0.00,0.49,10.00,0.00,10.00
123,0.37,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.49,0.00,0.49
123,0.37,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.49,0.00,0.49,10.00,0.00,10.00
124,0.37,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.49,0.00,0.49
124,0.37,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.49,0.00,0.49,10.00,0.00,10.00
125,0.37,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.49,0.00,0.49
125,0.37,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.50,0.00,0.50,10.00,0.00,10.00
126,0.37,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.50,0.00,0.50
126,0.37,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.50,0.00,0.50,10.00,0.00,10.00
127,0.38,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.50,0.00,0.50
127,0.38,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.50,0.00,0.50,10.00,0.00,10.00
128,0.38,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.50,0.00,0.50
128,0.38,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.51,0.00,0.51,10.00,0.00,10.00
129,0.38,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.51,0.00,0.51
129,0.38,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.51,0.00,0.51,10.00,0.00,10.00
130,0.39,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.51,0.00,0.51
130,0.39,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.52,0.00,0.52,10.00,0.00,10.00
131,0.39,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.52,0.00,0.52
131,0.39,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.52,0.00,0.52,10.00,0.00,10.00
132,0.39,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.52,0.00,0.52
132,0.39,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.52,0.00,0.52,10.00,0.00,10.00
133,0.39,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.52,0.00,0.52
133,0.39,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.53,0.00,0.53,10.00,0.00,10.00
134,0.40,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.53,0.00,0.53
134,0.40,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.53,0.00,0.53,10.00,0.00,10.00
135,0.40,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.53,0.00,0.53
135,0.40,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.53,0.00,0.53,10.00,0.00,10.00
136,0.40,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.53,0.00,0.53
136,0.40,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.54,0.00,0.54,10.00,0.00,10.00
137,0.40,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.54,0.00,0.54
137,0.40,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.54,0.00,0.54,10.00,0.00,10.00
138,0.41,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.54,0.00,0.54
138,0.41,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.54,0.00,0.54,10.00,0.00,10.00
139,0.41,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.54,0.00,0.54
139,0.41,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.55,0.00,0.55,10.00,0.00,10.00
140,0.41,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.55,0.00,0.55
140,0.41,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.55,0.00,0.55,10.00,0.00,10.00
141,0.41,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.55,0.00,0.55
141,0.41,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.56,0.00,0.56,10.00,0.00,10.00
142,0.42,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.56,0.00,0.56
142,0.42,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.56,0.00,0.56,10.00,0.00,10.00
143,0.42,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.56,0.00,0.56
143,0.42,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.56,0.00,0.56,10.00,0.00,10.00
144,0.42,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.56,0.00,0.56
144,0.42,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.57,0.00,0.57,10.00,0.00,10.00
145,0.42,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.57,0.00,0.57
145,0.42,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.57,0.00,0.57,10.00,0.00,10.00
146,0.43,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.57,0.00,0.57
146,0.43,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.57,0.00,0.57,10.00,0.00,10.00
147,0.43,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.57,0.00,0.57
147,0.43,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.58,0.00,0.58,10.00,0.00,10.00
148,0.43,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.58,0.00,0.58
148,0.43,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.58,0.00,0.58,10.00,0.00,10.00
149,0.43,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.58,0.00,0.58
149,0.43,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.58,0.00,0.58,10.00,0.00,10.00
150,0.44,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.58,0.00,0.58
150,0.44,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.59,0.00,0.59,10.00,0.00,10.00
151,0.44,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.59,0.00,0.59
151,0.44,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.59,0.00,0.59,10.00,0.00,10.00
152,0.44,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.59,0.00,0.59
152,0.44,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.59,0.00,0.59,10.00,0.00,10.00
153,0.44,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.59,0.00,0.59
153,0.44,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.60,0.00,0.60,10.00,0.00,10.00
154,0.45,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.60,0.00,0.60
154,0.45,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.60,0.00,0.60,10.00,0.00,10.00
155,0.45,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.60,0.00,0.60
155,0.45,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.60,0.00,0.60,10.00,0.00,10.00
156,0.45,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.60,0.00,0.60
156,0.45,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.61,0.00,0.61,10.00,0.00,10.00
157,0.45,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.61,0.00,0.61
157,0.45,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.61,0.00,0.61,10.00,0.00,10.00
158,0.46,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.61,0.00,0.61
158,0.46,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.62,0.00,0.62,10.00,0.00,10.00
159,0.46,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.62,0.00,0.62
159,0.46,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.62,0.00,0.62,10.00,0.00,10.00
160,0.46,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.62,0.00,0.62
160,0.46,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.62,0.00,0.62,10.00,0.00,10.00
161,0.46,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.62,0.00,0.62
161,0.46,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.63,0.00,0.63,10.00,0.00,10.00
162,0.46,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.63,0.00,0.63
162,0.46,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.63,0.00,0.63,10.00,0.00,10.00
163,0.47,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.63,0.00,0.63
163,0.47,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.63,0.00,0.63,10.00,0.00,10.00
164,0.47,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.63,0.00,0.63
164,0.47,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.64,0.00,0.64,10.00,0.00,10.00
165,0.47,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.64,0.00,0.64
165,0.47,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.64,0.00,0.64,10.00,0.00,10.00
166,0.47,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.64,0.00,0.64
166,0.47,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.64,0.00,0.64,10.00,0.00,10.00
167,0.48,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.64,0.00,0.64
167,0.48,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.65,0.00,0.65,10.00,0.00,10.00
168,0.48,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.65,0.00,0.65
168,0.48,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.65,0.00,0.65,10.00,0.00,10.00
169,0.48,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.65,0.00,0.65
169,0.48,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.65,0.00,0.65,10.00,0.00,10.00
170,0.48,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.65,0.00,0.65
170,0.48,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.66,0.00,0.66,10.00,0.00,10.00
171,0.49,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.66,0.00,0.66
171,0.49,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.66,0.00,0.66,10.00,0.00,10.00
172,0.49,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.66,0.00,0.66
172,0.49,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.66,0.00,0.66,10.00,0.00,10.00
173,0.49,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.66,0.00,0.66
173,0.49,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.67,0.00,0.67,10.00,0.00,10.00
174,0.49,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.67,0.00,0.67
174,0.49,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.67,0.00,0.67,10.00,0.00,10.00
175,0.50,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.67,0.00,0.67
175,0.50,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.67,0.00,0.67,10.00,0.00,10.00
176,0.50,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.67,0.00,0.67
176,0.50,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.68,0.00,0.68,10.00,0.00,10.00
177,0.50,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.68,0.00,0.68
177,0.50,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.68,0.00,0.68,10.00,0.00,10.00
178,0.50,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.68,0.00,0.68
178,0.50,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.68,0.00,0.68,10.00,0.00,10.00
179,0.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.68,0.00,0.68
179,0.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.69,0.00,0.69,10.00,0.00,10.00
180,0.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.69,0.00,0.69
180,0.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.69,0.00,0.69,10.00,0.00,10.00
181,0.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.69,0.00,0.69
181,0.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.69,0.00,0.69,10.00,0.00,10.00
182,0.51,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.69,0.00,0.69
182,0.51,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.70,0.00,0.70,10.00,0.00,10.00
183,0.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.70,0.00,0.70
183,0.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.71,0.00,0.71,10.00,0.00,10.00
184,0.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.71,0.00,0.71
184,0.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.71,0.00,0.71,10.00,0.00,10.00
185,0.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.71,0.00,0.71
185,0.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.71,0.00,0.71,10.00,0.00,10.00
186,0.52,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.71,0.00,0.71
186,0.52,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.72,0.00,0.72,10.00,0.00,10.00
187,0.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.72,0.00,0.72
187,0.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.72,0.00,0.72,10.00,0.00,10.00
188,0.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.72,0.00,0.72
188,0.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.72,0.00,0.72,10.00,0.00,10.00
189,0.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.72,0.00,0.72
189,0.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.73,0.00,0.73,10.00,0.00,10.00
190,0.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.73,0.00,0.73
190,0.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.73,0.00,0.73,10.00,0.00,10.00
191,0.53,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.73,0.00,0.73
191,0.53,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.73,0.00,0.73,10.00,0.00,10.00
192,0.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.73,0.00,0.73
192,0.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.74,0.00,0.74,10.00,0.00,10.00
193,0.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.74,0.00,0.74
193,0.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.74,0.00,0.74,10.00,0.00,10.00
194,0.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.74,0.00,0.74
194,0.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.74,0.00,0.74,10.00,0.00,10.00
195,0.54,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.74,0.00,0.74
195,0.54,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.75,0.00,0.75,10.00,0.00,10.00
196,0.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.75,0.00,0.75
196,0.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.75,0.00,0.75,10.00,0.00,10.00
197,0.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.75,0.00,0.75
197,0.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.75,0.00,0.75,10.00,0.00,10.00
198,0.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.75,0.00,0.75
198,0.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.76,0.00,0.76,10.00,0.00,10.00
199,0.55,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.76,0.00,0.76
199,0.55,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.76,0.00,0.76,10.00,0.00,10.00
200,0.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.76,0.00,0.76
200,0.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.76,0.00,0.76,10.00,0.00,10.00
201,0.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.76,0.00,0.76
201,0.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.77,0.00,0.77,10.00,0.00,10.00
202,0.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.77,0.00,0.77
202,0.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.77,0.00,0.77,10.00,0.00,10.00
203,0.56,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.77,0.00,0.77
203,0.56,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.77,0.00,0.77,10.00,0.00,10.00
204,0.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.77,0.00,0.77
204,0.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.78,0.00,0.78,10.00,0.00,10.00
205,0.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.78,0.00,0.78
205,0.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.78,0.00,0.78,10.00,0.00,10.00
206,0.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.78,0.00,0.78
206,0.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.79,0.00,0.79,10.00,0.00,10.00
207,0.57,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.79,0.00,0.79
207,0.57,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.79,0.00,0.79,10.00,0.00,10.00
208,0.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.79,0.00,0.79
208,0.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.79,0.00,0.79,10.00,0.00,10.00
209,0.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.79,0.00,0.79
209,0.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.80,0.00,0.80,10.00,0.00,10.00
210,0.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.80,0.00,0.80
210,0.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.80,0.00,0.80,10.00,0.00,10.00
211,0.58,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.80,0.00,0.80
211,0.58,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.80,0.00,0.80,10.00,0.00,10.00
212,0.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.80,0.00,0.80
212,0.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.81,0.00,0.81,10.00,0.00,10.00
213,0.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.81,0.00,0.81
213,0.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.81,0.00,0.81,10.00,0.00,10.00
214,0.59,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.81,0.00,0.81
214,0.59,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.82,0.00,0.82,10.00,0.00,10.00
215,0.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.82,0.00,0.82
215,0.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.82,0.00,0.82,10.00,0.00,10.00
216,0.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.82,0.00,0.82
216,0.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.82,0.00,0.82,10.00,0.00,10.00
217,0.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.82,0.00,0.82
217,0.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.83,0.00,0.83,10.00,0.00,10.00
218,0.60,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab (1),10.00,0.00,10.00,0.83,0.00,0.83
218,0.60,AllyPrefab (1),Ally,AllyIdleState,Idling,AgentPrefab,0.83,0.00,0.83,10.00,0.00,10.00
